Adapted start,Adapted end,Classification,,,,,
1635.25,1635.75,traffic,,,,,
1635.75,1636.25,traffic,,,,,
1636.25,1636.75,other,,,,,
1636.75,1637.25,other,,,,,
1637.25,1637.75,other,,,,,
1637.75,1638.25,other,,,,,
1638.25,1638.75,other,,,,,
1638.75,1639.25,other,,,,,
1639.25,1639.75,traffic,,,,,
1639.75,1640.25,traffic,,,,,
1640.25,1640.75,other,,,,,
1640.75,1641.25,traffic,,,,,
1641.25,1641.75,other,,,,,
1641.75,1642.25,traffic,,,,,
1642.25,1642.75,traffic,,,,,
1642.75,1643.25,other,,,,,
1643.25,1643.75,other,,,,,
1643.75,1644.25,other,,,,,
1644.25,1644.75,traffic,,,,,
1644.75,1645.25,traffic,,,,,
1645.25,1645.75,other,,,,,
1645.75,1646.25,other,,,,,
1646.25,1646.75,other,,,,,
1646.75,1647.25,other,,,,,
1647.25,1647.75,traffic,,,,,
1647.75,1648.25,other,,,,,
1648.25,1648.75,other,,,,,
1648.75,1649.25,traffic,,,,,
1649.25,1649.75,other,,,,,
1649.75,1650.25,other,,,,,
1650.25,1650.75,traffic,,,,,
1650.75,1651.25,traffic,,,,,
1651.25,1651.75,traffic,,,,,
1651.75,1652.25,traffic,,,,,
1652.25,1652.75,other,,,,,
1652.75,1653.25,traffic,,,,,
1653.25,1653.75,traffic,,,,,
1653.75,1654.25,traffic,,,,,
1654.25,1654.75,traffic,,,,,
1654.75,1655.25,other,,,,,
1655.25,1655.75,traffic,,,,,
1655.75,1656.25,other,,,,,
1656.25,1656.75,other,,,,,
1656.75,1657.25,traffic,,,,,
1657.25,1657.75,traffic,,,,,
1657.75,1658.25,traffic,,,,,
1658.25,1658.75,traffic,,,,,
1658.75,1659.25,other,,,,,
1659.25,1659.75,other,,,,,
1659.75,1660.25,traffic,,,,,
1660.25,1660.75,other,,,,,
1660.75,1661.25,traffic,,,,,
1661.25,1661.75,traffic,,,,,
1661.75,1662.25,other,,,,,
1662.25,1662.75,traffic,,,,,
1662.75,1663.25,traffic,,,,,
1663.25,1663.75,other,,,,,
1663.75,1664.25,other,,,,,
1664.25,1664.75,traffic,,,,,
1664.75,1665.25,traffic,,,,,
1665.25,1665.75,other,,,,,
1665.75,1666.25,other,,,,,
1666.25,1666.75,other,,,,,
1666.75,1667.25,other,,,,,
1667.25,1667.75,other,,,,,
1667.75,1668.25,other,,,,,
1668.25,1668.75,other,,,,,
1668.75,1669.25,other,,,,,
1669.25,1669.75,other,,,,,
1669.75,1670.25,other,,,,,
1670.25,1670.75,other,,,,,
1670.75,1671.25,other,,,,,
1671.25,1671.75,traffic,,,,,
1671.75,1672.25,traffic,,,,,
1672.25,1672.75,traffic,,,,,
1672.75,1673.25,other,,,,,
1673.25,1673.75,other,,,,,
1673.75,1674.25,traffic,,,,,
1674.25,1674.75,traffic,,,,,
1674.75,1675.25,traffic,,,,,
1675.25,1675.75,traffic,,,,,
1675.75,1676.25,traffic,,,,,
1676.25,1676.75,other,,,,,
1676.75,1677.25,other,,,,,
1677.25,1677.75,traffic,,,,,
1677.75,1678.25,traffic,,,,,
1678.25,1678.75,other,,,,,
1678.75,1679.25,traffic,,,,,
1679.25,1679.75,traffic,,,,,
1679.75,1680.25,traffic,,,,,
1680.25,1680.75,traffic,,,,,
1680.75,1681.25,traffic,,,,,
1681.25,1681.75,other,,,,,
1681.75,1682.25,other,,,,,
1682.25,1682.75,traffic,,,,,
1682.75,1683.25,other,,,,,
1683.25,1683.75,other,,,,,
1683.75,1684.25,traffic,,,,,
1684.25,1684.75,other,,,,,
1684.75,1685.25,other,,,,,
1685.25,1685.75,traffic,,,,,
1685.75,1686.25,traffic,,,,,
1686.25,1686.75,traffic,,,,,
1686.75,1687.25,other,,,,,
1687.25,1687.75,other,,,,,
1687.75,1688.25,traffic,,,,,
1688.25,1688.75,other,,,,,
1688.75,1689.25,other,,,,,
1689.25,1689.75,other,,,,,
1689.75,1690.25,other,,,,,
1690.25,1690.75,other,,,,,
1690.75,1691.25,other,,,,,
1691.25,1691.75,other,,,,,
1691.75,1692.25,traffic,,,,,
1692.25,1692.75,traffic,,,,,
1692.75,1693.25,traffic,,,,,
1693.25,1693.75,other,,,,,
1693.75,1694.25,other,,,,,
1694.25,1694.75,other,,,,,
1694.75,1695.25,other,,,,,
1695.25,1695.75,traffic,,,,,
1695.75,1696.25,other,,,,,
1696.25,1696.75,other,,,,,
1696.75,1697.25,other,,,,,
1697.25,1697.75,other,,,,,
1697.75,1698.25,traffic,,,,,
1698.25,1698.75,other,,,,,
1698.75,1699.25,traffic,,,,,
1699.25,1699.75,traffic,,,,,
1699.75,1700.25,traffic,,,,,
1700.25,1700.75,traffic,,,,,
1700.75,1701.25,traffic,,,,,
1701.25,1701.75,other,,,,,
1701.75,1702.25,other,,,,,
1702.25,1702.75,traffic,,,,,
1702.75,1703.25,traffic,,,,,
1703.25,1703.75,traffic,,,,,
1703.75,1704.25,traffic,,,,,
1704.25,1704.75,traffic,,,,,
1704.75,1705.25,other,,,,,
1705.25,1705.75,other,,,,,
1705.75,1706.25,other,,,,,
1706.25,1706.75,traffic,,,,,
1706.75,1707.25,traffic,,,,,
1707.25,1707.75,traffic,,,,,
1707.75,1708.25,traffic,,,,,
1708.25,1708.75,traffic,,,,,
1708.75,1709.25,traffic,,,,,
1709.25,1709.75,traffic,,,,,
1709.75,1710.25,traffic,,,,,
1710.25,1710.75,traffic,,,,,
1710.75,1711.25,traffic,,,,,
1711.25,1711.75,traffic,,,,,
1711.75,1712.25,traffic,,,,,
1712.25,1712.75,traffic,,,,,
1712.75,1713.25,traffic,,,,,
1713.25,1713.75,other,,,,,
1713.75,1714.25,other,,,,,
1714.25,1714.75,traffic,,,,,
1714.75,1715.25,traffic,,,,,
1715.25,1715.75,traffic,,,,,
1715.75,1716.25,traffic,,,,,
1716.25,1716.75,traffic,,,,,
1716.75,1717.25,traffic,,,,,
1717.25,1717.75,bee,,,,,
1717.75,1718.25,traffic,,,,,
1718.25,1718.75,traffic,,,,,
1718.75,1719.25,other,,,,,
1719.25,1719.75,other,,,,,
1719.75,1720.25,traffic,,,,,
1720.25,1720.75,traffic,,,,,
1720.75,1721.25,traffic,,,,,
1721.25,1721.75,traffic,,,,,
1721.75,1722.25,traffic,,,,,
1722.25,1722.75,traffic,,,,,
1722.75,1723.25,traffic,,,,,
1723.25,1723.75,traffic,,,,,
1723.75,1724.25,traffic,,,,,
1724.25,1724.75,traffic,,,,,
1724.75,1725.25,traffic,,,,,
1725.25,1725.75,traffic,,,,,
1725.75,1726.25,traffic,,,,,
1726.25,1726.75,traffic,,,,,
1726.75,1727.25,other,,,,,
1727.25,1727.75,traffic,,,,,
1727.75,1728.25,traffic,,,,,
1728.25,1728.75,other,,,,,
1728.75,1729.25,traffic,,,,,
1729.25,1729.75,traffic,,,,,
1729.75,1730.25,traffic,,,,,
1730.25,1730.75,traffic,,,,,
1730.75,1731.25,traffic,,,,,
1731.25,1731.75,traffic,,,,,
1731.75,1732.25,traffic,,,,,
1732.25,1732.75,traffic,,,,,
1732.75,1733.25,traffic,,,,,
1733.25,1733.75,traffic,,,,,
1733.75,1734.25,traffic,,,,,
1734.25,1734.75,other,,,,,
1734.75,1735.25,traffic,,,,,
1735.25,1735.75,traffic,,,,,
1735.75,1736.25,traffic,,,,,
1736.25,1736.75,other,,,,,
1736.75,1737.25,traffic,,,,,
1737.25,1737.75,bee,,,,,
1737.75,1738.25,traffic,,,,,
1738.25,1738.75,traffic,,,,,
1738.75,1739.25,traffic,,,,,
1739.25,1739.75,traffic,,,,,
1739.75,1740.25,traffic,,,,,
1740.25,1740.75,traffic,,,,,
1740.75,1741.25,traffic,,,,,
1741.25,1741.75,traffic,,,,,
1741.75,1742.25,traffic,,,,,
1742.25,1742.75,traffic,,,,,
1742.75,1743.25,traffic,,,,,
1743.25,1743.75,traffic,,,,,
1743.75,1744.25,traffic,,,,,
1744.25,1744.75,traffic,,,,,
1744.75,1745.25,traffic,,,,,
1745.25,1745.75,other,,,,,
1745.75,1746.25,other,,,,,
1746.25,1746.75,other,,,,,
1746.75,1747.25,other,,,,,
1747.25,1747.75,traffic,,,,,
1747.75,1748.25,traffic,,,,,
1748.25,1748.75,traffic,,,,,
1748.75,1749.25,traffic,,,,,
1749.25,1749.75,traffic,,,,,
1749.75,1750.25,other,,,,,
1750.25,1750.75,other,,,,,
1750.75,1751.25,traffic,,,,,
1751.25,1751.75,traffic,,,,,
1751.75,1752.25,traffic,,,,,
1752.25,1752.75,traffic,,,,,
1752.75,1753.25,traffic,,,,,
1753.25,1753.75,traffic,,,,,
1753.75,1754.25,traffic,,,,,
1754.25,1754.75,traffic,,,,,
1754.75,1755.25,traffic,,,,,
1755.25,1755.75,bee,,,,,
1755.75,1756.25,bee,,,,,
1756.25,1756.75,traffic,,,,,
1756.75,1757.25,traffic,,,,,
1757.25,1757.75,traffic,,,,,
1757.75,1758.25,traffic,,,,,
1758.25,1758.75,traffic,,,,,
1758.75,1759.25,traffic,,,,,
1759.25,1759.75,traffic,,,,,
1759.75,1760.25,traffic,,,,,
1760.25,1760.75,traffic,,,,,
1760.75,1761.25,traffic,,,,,
1761.25,1761.75,traffic,,,,,
1761.75,1762.25,traffic,,,,,
1762.25,1762.75,traffic,,,,,
1762.75,1763.25,traffic,,,,,
1763.25,1763.75,traffic,,,,,
1763.75,1764.25,traffic,,,,,
1764.25,1764.75,traffic,,,,,
1764.75,1765.25,traffic,,,,,
1765.25,1765.75,traffic,,,,,
1765.75,1766.25,traffic,,,,,
1766.25,1766.75,traffic,,,,,
1766.75,1767.25,traffic,,,,,
1767.25,1767.75,traffic,,,,,
1767.75,1768.25,traffic,,,,,
1768.25,1768.75,traffic,,,,,
1768.75,1769.25,traffic,,,,,
1769.25,1769.75,traffic,,,,,
1769.75,1770.25,traffic,,,,,
1770.25,1770.75,traffic,,,,,
1770.75,1771.25,traffic,,,,,
1771.25,1771.75,traffic,,,,,
1771.75,1772.25,traffic,,,,,
1772.25,1772.75,traffic,,,,,
1772.75,1773.25,traffic,,,,,
1773.25,1773.75,traffic,,,,,
1773.75,1774.25,traffic,,,,,
1774.25,1774.75,traffic,,,,,
1774.75,1775.25,traffic,,,,,
1775.25,1775.75,traffic,,,,,
1775.75,1776.25,traffic,,,,,
1776.25,1776.75,traffic,,,,,
1776.75,1777.25,traffic,,,,,
1777.25,1777.75,traffic,,,,,
1777.75,1778.25,traffic,,,,,
1778.25,1778.75,traffic,,,,,
1778.75,1779.25,traffic,,,,,
1779.25,1779.75,traffic,,,,,
1779.75,1780.25,traffic,,,,,
1780.25,1780.75,traffic,,,,,
1780.75,1781.25,traffic,,,,,
1781.25,1781.75,traffic,,,,,
1781.75,1782.25,traffic,,,,,
1782.25,1782.75,traffic,,,,,
1782.75,1783.25,traffic,,,,,
1783.25,1783.75,traffic,,,,,
1783.75,1784.25,traffic,,,,,
1784.25,1784.75,traffic,,,,,
1784.75,1785.25,traffic,,,,,
1785.25,1785.75,traffic,,,,,
1785.75,1786.25,other,,,,,
1786.25,1786.75,other,,,,,
1786.75,1787.25,traffic,,,,,
1787.25,1787.75,traffic,,,,,
1787.75,1788.25,traffic,,,,,
1788.25,1788.75,traffic,,,,,
1788.75,1789.25,traffic,,,,,
1789.25,1789.75,traffic,,,,,
1789.75,1790.25,traffic,,,,,
1790.25,1790.75,traffic,,,,,
1790.75,1791.25,traffic,,,,,
1791.25,1791.75,traffic,,,,,
1791.75,1792.25,traffic,,,,,
1792.25,1792.75,traffic,,,,,
1792.75,1793.25,traffic,,,,,
1793.25,1793.75,other,,,,,
1793.75,1794.25,traffic,,,,,
1794.25,1794.75,traffic,,,,,
1794.75,1795.25,other,,,,,
1795.25,1795.75,other,,,,,
1795.75,1796.25,other,,,,,
1796.25,1796.75,other,,,,,
1796.75,1797.25,other,,,,,
1797.25,1797.75,other,,,,,
1797.75,1798.25,other,,,,,
1798.25,1798.75,other,,,,,
1798.75,1799.25,traffic,,,,,
1799.25,1799.75,traffic,,,,,
1799.75,1800.25,traffic,,,,,
1800.25,1800.75,other,,,,,
1800.75,1801.25,other,,,,,
1801.25,1801.75,traffic,,,,,
1801.75,1802.25,traffic,,,,,
1802.25,1802.75,other,,,,,
1802.75,1803.25,other,,,,,
1803.25,1803.75,traffic,,,,,
1803.75,1804.25,traffic,,,,,
1804.25,1804.75,traffic,,,,,
1804.75,1805.25,other,,,,,
1805.25,1805.75,traffic,,,,,
1805.75,1806.25,traffic,,,,,
1806.25,1806.75,traffic,,,,,
1806.75,1807.25,other,,,,,
1807.25,1807.75,other,,,,,
1807.75,1808.25,traffic,,,,,
1808.25,1808.75,other,,,,,
1808.75,1809.25,traffic,,,,,
1809.25,1809.75,traffic,,,,,
1809.75,1810.25,traffic,,,,,
1810.25,1810.75,traffic,,,,,
1810.75,1811.25,traffic,,,,,
1811.25,1811.75,traffic,,,,,
1811.75,1812.25,traffic,,,,,
1812.25,1812.75,traffic,,,,,
1812.75,1813.25,traffic,,,,,
1813.25,1813.75,traffic,,,,,
1813.75,1814.25,traffic,,,,,
1814.25,1814.75,traffic,,,,,
1814.75,1815.25,traffic,,,,,
1815.25,1815.75,traffic,,,,,
1815.75,1816.25,traffic,,,,,
1816.25,1816.75,other,,,,,
1816.75,1817.25,traffic,,,,,
1817.25,1817.75,traffic,,,,,
1817.75,1818.25,traffic,,,,,
1818.25,1818.75,traffic,,,,,
1818.75,1819.25,traffic,,,,,
1819.25,1819.75,traffic,,,,,
1819.75,1820.25,other,,,,,
1820.25,1820.75,traffic,,,,,
1820.75,1821.25,traffic,,,,,
1821.25,1821.75,traffic,,,,,
1821.75,1822.25,traffic,,,,,
1822.25,1822.75,traffic,,,,,
1822.75,1823.25,other,,,,,
1823.25,1823.75,traffic,,,,,
1823.75,1824.25,traffic,,,,,
1824.25,1824.75,traffic,,,,,
1824.75,1825.25,traffic,,,,,
1825.25,1825.75,traffic,,,,,
1825.75,1826.25,traffic,,,,,
1826.25,1826.75,traffic,,,,,
1826.75,1827.25,traffic,,,,,
1827.25,1827.75,traffic,,,,,
1827.75,1828.25,other,,,,,
1828.25,1828.75,other,,,,,
1828.75,1829.25,other,,,,,
1829.25,1829.75,other,,,,,
1829.75,1830.25,other,,,,,
1830.25,1830.75,other,,,,,
1830.75,1831.25,traffic,,,,,
1831.25,1831.75,traffic,,,,,
1831.75,1832.25,traffic,,,,,
1832.25,1832.75,traffic,,,,,
1832.75,1833.25,traffic,,,,,
1833.25,1833.75,traffic,,,,,
1833.75,1834.25,traffic,,,,,
1834.25,1834.75,traffic,,,,,
1834.75,1835.25,traffic,,,,,
1835.25,1835.75,traffic,,,,,
1835.75,1836.25,traffic,,,,,
1836.25,1836.75,traffic,,,,,
1836.75,1837.25,other,,,,,
1837.25,1837.75,traffic,,,,,
1837.75,1838.25,other,,,,,
1838.25,1838.75,other,,,,,
1838.75,1839.25,other,,,,,
1839.25,1839.75,other,,,,,
1839.75,1840.25,other,,,,,
1840.25,1840.75,other,,,,,
1840.75,1841.25,other,,,,,
1841.25,1841.75,traffic,,,,,
1841.75,1842.25,other,,,,,
1842.25,1842.75,traffic,,,,,
1842.75,1843.25,traffic,,,,,
1843.25,1843.75,traffic,,,,,
1843.75,1844.25,traffic,,,,,
1844.25,1844.75,traffic,,,,,
1844.75,1845.25,traffic,,,,,
1845.25,1845.75,traffic,,,,,
1845.75,1846.25,traffic,,,,,
1846.25,1846.75,traffic,,,,,
1846.75,1847.25,traffic,,,,,
1847.25,1847.75,traffic,,,,,
1847.75,1848.25,traffic,,,,,
1848.25,1848.75,traffic,,,,,
1848.75,1849.25,traffic,,,,,
1849.25,1849.75,traffic,,,,,
1849.75,1850.25,traffic,,,,,
1850.25,1850.75,traffic,,,,,
1850.75,1851.25,traffic,,,,,
1851.25,1851.75,traffic,,,,,
1851.75,1852.25,traffic,,,,,
1852.25,1852.75,other,,,,,
1852.75,1853.25,other,,,,,
1853.25,1853.75,other,,,,,
1853.75,1854.25,traffic,,,,,
1854.25,1854.75,traffic,,,,,
1854.75,1855.25,traffic,,,,,
1855.25,1855.75,traffic,,,,,
1855.75,1856.25,traffic,,,,,
1856.25,1856.75,traffic,,,,,
1856.75,1857.25,traffic,,,,,
1857.25,1857.75,traffic,,,,,
1857.75,1858.25,other,,,,,
1858.25,1858.75,traffic,,,,,
1858.75,1859.25,other,,,,,
1859.25,1859.75,other,,,,,
1859.75,1860.25,other,,,,,
1860.25,1860.75,other,,,,,
1860.75,1861.25,traffic,,,,,
1861.25,1861.75,traffic,,,,,
1861.75,1862.25,traffic,,,,,
1862.25,1862.75,traffic,,,,,
1862.75,1863.25,traffic,,,,,
1863.25,1863.75,traffic,,,,,
1863.75,1864.25,other,,,,,
1864.25,1864.75,other,,,,,
1864.75,1865.25,other,,,,,
1865.25,1865.75,other,,,,,
1865.75,1866.25,other,,,,,
1866.25,1866.75,other,,,,,
1866.75,1867.25,traffic,,,,,
1867.25,1867.75,other,,,,,
1867.75,1868.25,other,,,,,
1868.25,1868.75,other,,,,,
1868.75,1869.25,other,,,,,
1869.25,1869.75,traffic,,,,,
1869.75,1870.25,other,,,,,
1870.25,1870.75,traffic,,,,,
1870.75,1871.25,traffic,,,,,
1871.25,1871.75,other,,,,,
1871.75,1872.25,other,,,,,
1872.25,1872.75,other,,,,,
1872.75,1873.25,traffic,,,,,
1873.25,1873.75,traffic,,,,,
1873.75,1874.25,traffic,,,,,
1874.25,1874.75,traffic,,,,,
1874.75,1875.25,traffic,,,,,
1875.25,1875.75,other,,,,,
1875.75,1876.25,other,,,,,
1876.25,1876.75,other,,,,,
1876.75,1877.25,other,,,,,
1877.25,1877.75,other,,,,,
1877.75,1878.25,traffic,,,,,
1878.25,1878.75,other,,,,,
1878.75,1879.25,traffic,,,,,
1879.25,1879.75,traffic,,,,,
1879.75,1880.25,traffic,,,,,
1880.25,1880.75,other,,,,,
1880.75,1881.25,other,,,,,
1881.25,1881.75,other,,,,,
1881.75,1882.25,other,,,,,
1882.25,1882.75,other,,,,,
1882.75,1883.25,other,,,,,
1883.25,1883.75,traffic,,,,,
1883.75,1884.25,other,,,,,
1884.25,1884.75,other,,,,,
1884.75,1885.25,other,,,,,
1885.25,1885.75,other,,,,,
1885.75,1886.25,other,,,,,
1886.25,1886.75,other,,,,,
1886.75,1887.25,other,,,,,
1887.25,1887.75,traffic,,,,,
1887.75,1888.25,traffic,,,,,
1888.25,1888.75,other,,,,,
1888.75,1889.25,other,,,,,
1889.25,1889.75,other,,,,,
1889.75,1890.25,other,,,,,
1890.25,1890.75,traffic,,,,,
1890.75,1891.25,other,,,,,
1891.25,1891.75,traffic,,,,,
1891.75,1892.25,other,,,,,
1892.25,1892.75,traffic,,,,,
1892.75,1893.25,traffic,,,,,
1893.25,1893.75,traffic,,,,,
1893.75,1894.25,other,,,,,
1894.25,1894.75,other,,,,,
1894.75,1895.25,traffic,,,,,
1895.25,1895.75,traffic,,,,,
1895.75,1896.25,traffic,,,,,
1896.25,1896.75,traffic,,,,,
1896.75,1897.25,traffic,,,,,
1897.25,1897.75,other,,,,,
1897.75,1898.25,traffic,,,,,
1898.25,1898.75,other,,,,,
1898.75,1899.25,other,,,,,
1899.25,1899.75,other,,,,,
1899.75,1900.25,other,,,,,
1900.25,1900.75,traffic,,,,,
1900.75,1901.25,traffic,,,,,
1901.25,1901.75,other,,,,,
1901.75,1902.25,other,,,,,
1902.25,1902.75,other,,,,,
1902.75,1903.25,traffic,,,,,
1903.25,1903.75,traffic,,,,,
1903.75,1904.25,traffic,,,,,
1904.25,1904.75,traffic,,,,,
1904.75,1905.25,traffic,,,,,
1905.25,1905.75,traffic,,,,,
1905.75,1906.25,traffic,,,,,
1906.25,1906.75,traffic,,,,,
1906.75,1907.25,traffic,,,,,
1907.25,1907.75,traffic,,,,,
1907.75,1908.25,traffic,,,,,
1908.25,1908.75,traffic,,,,,
1908.75,1909.25,traffic,,,,,
1909.25,1909.75,traffic,,,,,
1909.75,1910.25,traffic,,,,,
1910.25,1910.75,traffic,,,,,
1910.75,1911.25,traffic,,,,,
1911.25,1911.75,traffic,,,,,
1911.75,1912.25,other,,,,,
1912.25,1912.75,traffic,,,,,
1912.75,1913.25,traffic,,,,,
1913.25,1913.75,other,,,,,
1913.75,1914.25,traffic,,,,,
1914.25,1914.75,traffic,,,,,
1914.75,1915.25,traffic,,,,,
1915.25,1915.75,traffic,,,,,
1915.75,1916.25,traffic,,,,,
1916.25,1916.75,traffic,,,,,
1916.75,1917.25,traffic,,,,,
1917.25,1917.75,traffic,,,,,
1917.75,1918.25,traffic,,,,,
1918.25,1918.75,traffic,,,,,
1918.75,1919.25,traffic,,,,,
1919.25,1919.75,traffic,,,,,
1919.75,1920.25,other,,,,,
1920.25,1920.75,traffic,,,,,
1920.75,1921.25,traffic,,,,,
1921.25,1921.75,traffic,,,,,
1921.75,1922.25,other,,,,,
1922.25,1922.75,traffic,,,,,
1922.75,1923.25,other,,,,,
1923.25,1923.75,traffic,,,,,
1923.75,1924.25,traffic,,,,,
1924.25,1924.75,traffic,,,,,
1924.75,1925.25,traffic,,,,,
1925.25,1925.75,other,,,,,
1925.75,1926.25,traffic,,,,,
1926.25,1926.75,other,,,,,
1926.75,1927.25,other,,,,,
1927.25,1927.75,other,,,,,
1927.75,1928.25,other,,,,,
1928.25,1928.75,other,,,,,
1928.75,1929.25,other,,,,,
1929.25,1929.75,other,,,,,
1929.75,1930.25,traffic,,,,,
1930.25,1930.75,traffic,,,,,
1930.75,1931.25,other,,,,,
1931.25,1931.75,other,,,,,
1931.75,1932.25,other,,,,,
1932.25,1932.75,other,,,,,
1932.75,1933.25,traffic,,,,,
1933.25,1933.75,traffic,,,,,
1933.75,1934.25,other,,,,,
1934.25,1934.75,traffic,,,,,
1934.75,1935.25,traffic,,,,,
1935.25,1935.75,traffic,,,,,
1935.75,1936.25,traffic,,,,,
1936.25,1936.75,other,,,,,
1936.75,1937.25,other,,,,,
1937.25,1937.75,other,,,,,
1937.75,1938.25,other,,,,,
1938.25,1938.75,other,,,,,
1938.75,1939.25,other,,,,,
1939.25,1939.75,other,,,,,
1939.75,1940.25,traffic,,,,,
1940.25,1940.75,traffic,,,,,
1940.75,1941.25,traffic,,,,,
1941.25,1941.75,traffic,,,,,
1941.75,1942.25,traffic,,,,,
1942.25,1942.75,traffic,,,,,
1942.75,1943.25,traffic,,,,,
1943.25,1943.75,traffic,,,,,
1943.75,1944.25,other,,,,,
1944.25,1944.75,other,,,,,
1944.75,1945.25,traffic,,,,,
1945.25,1945.75,traffic,,,,,
1945.75,1946.25,traffic,,,,,
1946.25,1946.75,traffic,,,,,
1946.75,1947.25,traffic,,,,,
1947.25,1947.75,traffic,,,,,
1947.75,1948.25,traffic,,,,,
1948.25,1948.75,traffic,,,,,
1948.75,1949.25,traffic,,,,,
1949.25,1949.75,traffic,,,,,
1949.75,1950.25,traffic,,,,,
1950.25,1950.75,traffic,,,,,
1950.75,1951.25,traffic,,,,,
1951.25,1951.75,traffic,,,,,
1951.75,1952.25,traffic,,,,,
1952.25,1952.75,traffic,,,,,
1952.75,1953.25,traffic,,,,,
1953.25,1953.75,traffic,,,,,
1953.75,1954.25,traffic,,,,,
1954.25,1954.75,traffic,,,,,
1954.75,1955.25,traffic,,,,,
1955.25,1955.75,bee,,,,,
1955.75,1956.25,traffic,,,,,
1956.25,1956.75,traffic,,,,,
1956.75,1957.25,traffic,,,,,
1957.25,1957.75,traffic,,,,,
1957.75,1958.25,other,,,,,
1958.25,1958.75,traffic,,,,,
1958.75,1959.25,traffic,,,,,
1959.25,1959.75,traffic,,,,,
1959.75,1960.25,traffic,,,,,
1960.25,1960.75,traffic,,,,,
1960.75,1961.25,other,,,,,
1961.25,1961.75,traffic,,,,,
1961.75,1962.25,traffic,,,,,
1962.25,1962.75,traffic,,,,,
1962.75,1963.25,traffic,,,,,
1963.25,1963.75,traffic,,,,,
1963.75,1964.25,traffic,,,,,
1964.25,1964.75,traffic,,,,,
1964.75,1965.25,traffic,,,,,
1965.25,1965.75,traffic,,,,,
1965.75,1966.25,traffic,,,,,
1966.25,1966.75,traffic,,,,,
1966.75,1967.25,traffic,,,,,
1967.25,1967.75,traffic,,,,,
1967.75,1968.25,traffic,,,,,
1968.25,1968.75,traffic,,,,,
1968.75,1969.25,traffic,,,,,
1969.25,1969.75,traffic,,,,,
1969.75,1970.25,traffic,,,,,
1970.25,1970.75,traffic,,,,,
1970.75,1971.25,traffic,,,,,
1971.25,1971.75,traffic,,,,,
1971.75,1972.25,traffic,,,,,
1972.25,1972.75,traffic,,,,,
1972.75,1973.25,traffic,,,,,
1973.25,1973.75,traffic,,,,,
1973.75,1974.25,traffic,,,,,
1974.25,1974.75,traffic,,,,,
1974.75,1975.25,traffic,,,,,
1975.25,1975.75,traffic,,,,,
1975.75,1976.25,traffic,,,,,
1976.25,1976.75,traffic,,,,,
1976.75,1977.25,traffic,,,,,
1977.25,1977.75,other,,,,,
1977.75,1978.25,other,,,,,
1978.25,1978.75,other,,,,,
1978.75,1979.25,traffic,,,,,
1979.25,1979.75,traffic,,,,,
1979.75,1980.25,traffic,,,,,
1980.25,1980.75,traffic,,,,,
1980.75,1981.25,traffic,,,,,
1981.25,1981.75,traffic,,,,,
1981.75,1982.25,traffic,,,,,
1982.25,1982.75,traffic,,,,,
1982.75,1983.25,traffic,,,,,
1983.25,1983.75,traffic,,,,,
1983.75,1984.25,traffic,,,,,
1984.25,1984.75,traffic,,,,,
1984.75,1985.25,traffic,,,,,
1985.25,1985.75,traffic,,,,,
1985.75,1986.25,traffic,,,,,
1986.25,1986.75,traffic,,,,,
1986.75,1987.25,traffic,,,,,
1987.25,1987.75,traffic,,,,,
1987.75,1988.25,traffic,,,,,
1988.25,1988.75,traffic,,,,,
1988.75,1989.25,traffic,,,,,
1989.25,1989.75,traffic,,,,,
1989.75,1990.25,traffic,,,,,
1990.25,1990.75,traffic,,,,,
1990.75,1991.25,traffic,,,,,
1991.25,1991.75,traffic,,,,,
1991.75,1992.25,traffic,,,,,
1992.25,1992.75,other,,,,,
1992.75,1993.25,traffic,,,,,
1993.25,1993.75,traffic,,,,,
1993.75,1994.25,traffic,,,,,
1994.25,1994.75,other,,,,,
1994.75,1995.25,traffic,,,,,
1995.25,1995.75,traffic,,,,,
1995.75,1996.25,traffic,,,,,
1996.25,1996.75,traffic,,,,,
1996.75,1997.25,other,,,,,
1997.25,1997.75,traffic,,,,,
1997.75,1998.25,traffic,,,,,
1998.25,1998.75,traffic,,,,,
1998.75,1999.25,traffic,,,,,
1999.25,1999.75,traffic,,,,,
1999.75,2000.25,traffic,,,,,
2000.25,2000.75,traffic,,,,,
2000.75,2001.25,traffic,,,,,
2001.25,2001.75,traffic,,,,,
2001.75,2002.25,traffic,,,,,
2002.25,2002.75,traffic,,,,,
2002.75,2003.25,traffic,,,,,
2003.25,2003.75,traffic,,,,,
2003.75,2004.25,traffic,,,,,
2004.25,2004.75,traffic,,,,,
2004.75,2005.25,traffic,,,,,
2005.25,2005.75,traffic,,,,,
2005.75,2006.25,traffic,,,,,
2006.25,2006.75,traffic,,,,,
2006.75,2007.25,traffic,,,,,
2007.25,2007.75,traffic,,,,,
2007.75,2008.25,traffic,,,,,
2008.25,2008.75,traffic,,,,,
2008.75,2009.25,traffic,,,,,
2009.25,2009.75,traffic,,,,,
2009.75,2010.25,other,,,,,
2010.25,2010.75,other,,,,,
2010.75,2011.25,other,,,,,
2011.25,2011.75,other,,,,,
2011.75,2012.25,other,,,,,
2012.25,2012.75,other,,,,,
2012.75,2013.25,other,,,,,
2013.25,2013.75,other,,,,,
2013.75,2014.25,other,,,,,
2014.25,2014.75,traffic,,,,,
